id,neutrino,E,A,nBorF,Z,aBorF,E1,A1,nBorF1,Z1,aBorF1,E2,A2,nBorF2,Z2,aBorF2,MeV
950,left,Eu,151,f,63,b,C,13,f,6,f,Ba,138,b,56,b,10.494215
951,none,Eu,151,f,63,b,C,13,f,6,f,La,138,b,57,f,8.817500
952,right,Eu,151,f,63,b,C,13,f,6,f,Ce,138,b,58,b,9.832850
953,left,Eu,151,f,63,b,N,14,b,7,f,Cs,137,f,55,b,8.912538
954,none,Eu,151,f,63,b,N,14,b,7,f,Ba,137,f,56,f,10.086200
955,none,Eu,151,f,63,b,N,15,f,7,b,Ba,136,b,56,b,14.123300
956,right,Eu,151,f,63,b,O,16,b,8,b,Ba,135,f,56,f,17.833453
957,left,Eu,151,f,63,b,O,17,f,8,f,Xe,134,b,54,b,14.063700
958,right,Eu,151,f,63,b,O,17,f,8,f,Ba,134,b,56,b,15.077162
959,none,Eu,151,f,63,b,O,18,b,8,b,Cs,133,f,55,b,14.326400
960,none,Eu,151,f,63,b,F,19,f,9,b,Xe,132,b,54,b,15.894100
961,right,Eu,151,f,63,b,Ne,20,b,10,b,Xe,131,f,54,f,20.586949
962,left,Eu,151,f,63,b,Ne,21,f,10,f,Te,130,b,52,b,17.773841
963,right,Eu,151,f,63,b,Ne,21,f,10,f,Xe,130,b,54,b,20.745303
964,right,Eu,151,f,63,b,Ne,22,b,10,b,Xe,129,f,54,f,21.853781
965,none,Eu,151,f,63,b,Na,23,f,11,b,Te,128,b,52,b,23.424300
966,right,Eu,151,f,63,b,Mg,25,f,12,f,Te,126,b,52,b,28.455280
967,right,Eu,151,f,63,b,Mg,26,b,12,b,Te,125,f,52,f,30.384404
968,none,Eu,151,f,63,b,Al,27,f,13,b,Sn,124,b,50,b,30.604200
969,right,Eu,151,f,63,b,Si,29,f,14,f,Sn,122,b,50,b,37.007327
970,right,Eu,153,f,63,b,He,4,b,2,b,Sm,149,f,62,f,1.236091
971,none,Eu,153,f,63,b,B,11,f,5,b,Ce,142,b,58,b,2.342700
972,right,Eu,153,f,63,b,C,13,f,6,f,Ce,140,b,58,b,10.885438
973,right,Eu,153,f,63,b,N,14,b,7,f,La,139,f,57,b,10.766207
974,none,Eu,153,f,63,b,N,15,f,7,b,Ba,138,b,56,b,14.663600
975,right,Eu,153,f,63,b,N,15,f,7,b,La,138,b,57,f,12.986889
976,none,Eu,153,f,63,b,O,16,b,8,b,Cs,137,f,55,b,17.814800
977,right,Eu,153,f,63,b,O,16,b,8,b,Ba,137,f,56,f,18.988505
978,left,Eu,153,f,63,b,O,17,f,8,f,Xe,136,b,54,b,13.511324
979,right,Eu,153,f,63,b,O,17,f,8,f,Ba,136,b,56,b,16.176325
980,right,Eu,153,f,63,b,O,18,b,8,b,Ba,135,f,56,f,15.024998
981,none,Eu,153,f,63,b,F,19,f,9,b,Xe,134,b,54,b,15.888500
982,right,Eu,153,f,63,b,Ne,21,f,10,f,Xe,132,b,54,b,21.283707
983,right,Eu,153,f,63,b,Ne,22,b,10,b,Xe,131,f,54,f,22.717276
984,none,Eu,153,f,63,b,Na,23,f,11,b,Te,130,b,52,b,22.716300
985,right,Eu,153,f,63,b,Mg,25,f,12,f,Te,128,b,52,b,28.233584
986,right,Eu,153,f,63,b,Si,29,f,14,f,Sn,124,b,50,b,36.448431
987,none,Gd,152,b,64,b,He,4,b,2,b,Sm,148,b,62,b,2.204800
988,none,Gd,152,b,64,b,B,11,f,5,b,Pr,141,f,59,b,2.640800
989,none,Gd,152,b,64,b,C,12,b,6,b,Ce,140,b,58,b,12.770800
990,left,Gd,152,b,64,b,C,13,f,6,f,La,139,f,57,b,9.422996
991,left,Gd,152,b,64,b,N,14,b,7,f,Ba,138,b,56,b,10.505392
992,none,Gd,152,b,64,b,N,14,b,7,f,La,138,b,57,f,8.828700
993,right,Gd,152,b,64,b,N,14,b,7,f,Ce,138,b,58,b,9.844028
994,left,Gd,152,b,64,b,N,15,f,7,b,Ba,137,f,56,f,12.912373
995,none,Gd,152,b,64,b,O,16,b,8,b,Ba,136,b,56,b,18.867400
996,none,Gd,152,b,64,b,O,17,f,8,f,Ba,135,f,56,f,13.810300
997,none,Gd,152,b,64,b,O,18,b,8,b,Ba,134,b,56,b,14.959800
998,none,Gd,152,b,64,b,F,19,f,9,b,Cs,133,f,55,b,14.936500
999,none,Gd,152,b,64,b,Ne,20,b,10,b,Xe,132,b,54,b,21.355400
1000,none,Gd,152,b,64,b,Ne,21,f,10,f,Xe,131,f,54,f,19.183200
1001,none,Gd,152,b,64,b,Ne,22,b,10,b,Xe,130,b,54,b,22.947400
1002,right,Gd,152,b,64,b,Na,23,f,11,b,Xe,129,f,54,f,23.262200
1003,none,Gd,152,b,64,b,Mg,24,b,12,b,Te,128,b,52,b,27.735200
1004,right,Gd,152,b,64,b,Mg,25,f,12,f,I,127,f,53,b,27.328172
1005,none,Gd,152,b,64,b,Mg,26,b,12,b,Te,126,b,52,b,31.388600
1006,right,Gd,152,b,64,b,Al,27,f,13,b,Te,125,f,52,f,31.274912
1007,none,Gd,152,b,64,b,Si,28,b,14,b,Sn,124,b,50,b,34.803400
1008,right,Gd,152,b,64,b,Si,29,f,14,f,Sb,123,f,51,b,36.224872
1009,none,Gd,152,b,64,b,Si,30,b,14,b,Sn,122,b,50,b,39.457200
1010,none,Gd,152,b,64,b,Ca,48,b,20,b,Ru,104,b,44,b,57.414500
1011,none,Gd,152,b,64,b,Ge,76,b,32,b,Ge,76,b,32,b,71.548100
1012,none,Gd,154,b,64,b,He,4,b,2,b,Sm,150,b,62,b,1.031200
1013,right,Gd,154,b,64,b,B,11,f,5,b,Nd,143,f,60,f,1.672030
1014,none,Gd,154,b,64,b,C,12,b,6,b,Ce,142,b,58,b,10.879900
1015,right,Gd,154,b,64,b,C,13,f,6,f,Pr,141,f,59,b,9.292583
1016,right,Gd,154,b,64,b,N,14,b,7,f,Ce,140,b,58,b,10.859356
1017,none,Gd,154,b,64,b,N,15,f,7,b,La,139,f,57,b,13.555100
1018,none,Gd,154,b,64,b,O,16,b,8,b,Ba,138,b,56,b,19.370400
1019,right,Gd,154,b,64,b,O,16,b,8,b,La,138,b,57,f,17.693728
1020,left,Gd,154,b,64,b,O,17,f,8,f,Cs,137,f,55,b,13.754444
1021,none,Gd,154,b,64,b,O,17,f,8,f,Ba,137,f,56,f,14.928100
1022,none,Gd,154,b,64,b,O,18,b,8,b,Ba,136,b,56,b,16.021700
1023,right,Gd,154,b,64,b,F,19,f,9,b,Ba,135,f,56,f,15.597867
1024,none,Gd,154,b,64,b,Ne,20,b,10,b,Xe,134,b,54,b,21.312600
1025,right,Gd,154,b,64,b,Ne,21,f,10,f,Cs,133,f,55,b,20.288871
1026,none,Gd,154,b,64,b,Ne,22,b,10,b,Xe,132,b,54,b,23.448500
1027,right,Gd,154,b,64,b,Na,23,f,11,b,Xe,131,f,54,f,24.088435
1028,none,Gd,154,b,64,b,Mg,24,b,12,b,Te,130,b,52,b,26.990000
1029,none,Gd,154,b,64,b,Mg,26,b,12,b,Te,128,b,52,b,31.129600
1030,none,Gd,154,b,64,b,Si,30,b,14,b,Sn,124,b,50,b,38.861000
1031,right,Gd,155,f,64,f,He,4,b,2,b,Eu,151,f,63,b,0.332541
1032,right,Gd,155,f,64,f,B,11,f,5,b,Nd,144,b,60,b,3.153106
1033,none,Gd,155,f,64,f,C,13,f,6,f,Ce,142,b,58,b,9.497500
1034,right,Gd,155,f,64,f,N,15,f,7,b,Ce,140,b,58,b,15.520553
1035,right,Gd,155,f,64,f,O,16,b,8,b,La,139,f,57,b,20.134243
1036,none,Gd,155,f,64,f,O,17,f,8,f,Ba,138,b,56,b,17.182300
1037,right,Gd,155,f,64,f,O,17,f,8,f,La,138,b,57,f,15.505649
1038,left,Gd,155,f,64,f,O,18,b,8,b,Cs,137,f,55,b,15.472119
1039,none,Gd,155,f,64,f,O,18,b,8,b,Ba,137,f,56,f,16.645800
1040,left,Gd,155,f,64,f,F,19,f,9,b,Xe,136,b,54,b,15.801868
1041,right,Gd,155,f,64,f,F,19,f,9,b,Ba,136,b,56,b,18.466869
1042,none,Gd,155,f,64,f,Ne,21,f,10,f,Xe,134,b,54,b,21.743900
1043,right,Gd,155,f,64,f,Ne,22,b,10,b,Cs,133,f,55,b,24.325966
1044,right,Gd,155,f,64,f,Na,23,f,11,b,Xe,132,b,54,b,26.691961
1045,none,Gd,155,f,64,f,Mg,25,f,12,f,Te,130,b,52,b,27.991400
1046,right,Gd,155,f,64,f,Al,27,f,13,b,Te,128,b,52,b,33.855151
1047,right,Gd,155,f,64,f,P,31,f,15,b,Sn,124,b,50,b,40.601031
1048,none,Gd,156,b,64,b,He,4,b,2,b,Sm,152,b,62,b,0.006500
1049,right,Gd,156,b,64,b,B,11,f,5,b,Nd,145,f,60,f,0.591497
1050,right,Gd,156,b,64,b,N,14,b,7,f,Ce,142,b,58,b,9.145407
1051,right,Gd,156,b,64,b,O,17,f,8,f,La,139,f,57,b,15.747837
1052,none,Gd,156,b,64,b,O,18,b,8,b,Ba,138,b,56,b,16.701700
1053,right,Gd,156,b,64,b,O,18,b,8,b,La,138,b,57,f,15.024998
1054,none,Gd,156,b,64,b,F,19,f,9,b,Cs,137,f,55,b,15.719000
1055,right,Gd,156,b,64,b,F,19,f,9,b,Ba,137,f,56,f,16.892644
1056,none,Gd,156,b,64,b,Ne,20,b,10,b,Xe,136,b,54,b,20.899900
1057,none,Gd,156,b,64,b,Ne,22,b,10,b,Xe,134,b,54,b,23.582600
1058,none,Gd,156,b,64,b,Mg,26,b,12,b,Te,130,b,52,b,30.561400
1059,right,Gd,157,f,64,f,He,4,b,2,b,Eu,153,f,63,b,0.444321
1060,right,Gd,157,f,64,f,B,11,f,5,b,Nd,146,b,60,b,1.811754
1061,right,Gd,157,f,64,f,N,15,f,7,b,Ce,142,b,58,b,13.778659
1062,right,Gd,157,f,64,f,O,18,b,8,b,La,139,f,57,b,17.437568
1063,right,Gd,157,f,64,f,F,19,f,9,b,Ba,138,b,56,b,19.118914
1064,right,Gd,157,f,64,f,Ne,20,b,10,b,Cs,137,f,55,b,22.987409
1065,none,Gd,157,f,64,f,Ne,21,f,10,f,Xe,136,b,54,b,21.303300
1066,right,Gd,157,f,64,f,Na,23,f,11,b,Xe,134,b,54,b,26.798152
1067,right,Gd,157,f,64,f,Al,27,f,13,b,Te,130,b,52,b,33.258995
1068,right,Gd,158,b,64,b,Ne,21,f,10,f,Cs,137,f,55,b,21.825836
1069,none,Gd,158,b,64,b,Ne,22,b,10,b,Xe,136,b,54,b,23.747500
1070,right,Tb,159,f,65,b,C,13,f,6,f,Nd,146,b,60,b,8.295884
1071,right,Tb,159,f,65,b,O,17,f,8,f,Ce,142,b,58,b,15.626743
1072,right,Tb,159,f,65,b,Ne,21,f,10,f,Ba,138,b,56,b,24.303611
1073,none,Tb,159,f,65,b,Ne,22,b,10,b,Cs,137,f,55,b,24.912800
1074,right,Tb,159,f,65,b,Ne,22,b,10,b,Ba,137,f,56,f,26.086490
1075,none,Tb,159,f,65,b,Na,23,f,11,b,Xe,136,b,54,b,26.040800
1076,right,Tb,159,f,65,b,Mg,25,f,12,f,Xe,134,b,54,b,31.402527
1077,right,Tb,159,f,65,b,Si,29,f,14,f,Te,130,b,52,b,38.898260
1078,none,Dy,156,b,66,b,He,4,b,2,b,Gd,152,b,64,b,1.515500
1079,left,Dy,156,b,66,b,B,11,f,5,b,Nd,145,f,60,f,2.137781
1080,none,Dy,156,b,66,b,C,12,b,6,b,Nd,144,b,60,b,12.910500
1081,none,Dy,156,b,66,b,C,13,f,6,f,Nd,143,f,60,f,10.047100
1082,left,Dy,156,b,66,b,N,14,b,7,f,Ce,142,b,58,b,10.691691
1083,right,Dy,156,b,66,b,N,14,b,7,f,Nd,142,b,60,b,12.146681
1084,none,Dy,156,b,66,b,N,15,f,7,b,Pr,141,f,59,b,15.148000
1085,none,Dy,156,b,66,b,O,16,b,8,b,Ce,140,b,58,b,21.447700
1086,left,Dy,156,b,66,b,O,17,f,8,f,La,139,f,57,b,17.294121
1087,left,Dy,156,b,66,b,O,18,b,8,b,La,138,b,57,f,16.571282
1088,none,Dy,156,b,66,b,O,18,b,8,b,Ce,138,b,58,b,17.586600
1089,left,Dy,156,b,66,b,F,19,f,9,b,Ba,137,f,56,f,18.438928
1090,none,Dy,156,b,66,b,Ne,20,b,10,b,Ba,136,b,56,b,25.111200
1091,none,Dy,156,b,66,b,Ne,21,f,10,f,Ba,135,f,56,f,22.673500
1092,none,Dy,156,b,66,b,Ne,22,b,10,b,Ba,134,b,56,b,26.142400
1093,none,Dy,156,b,66,b,Na,23,f,11,b,Cs,133,f,55,b,26.917400
1094,none,Dy,156,b,66,b,Mg,24,b,12,b,Xe,132,b,54,b,32.185900
1095,none,Dy,156,b,66,b,Mg,25,f,12,f,Xe,131,f,54,f,30.583700
1096,none,Dy,156,b,66,b,Mg,26,b,12,b,Xe,130,b,54,b,35.079100
1097,right,Dy,156,b,66,b,Al,27,f,13,b,Xe,129,f,54,f,34.876069
1098,none,Dy,156,b,66,b,Si,28,b,14,b,Te,128,b,52,b,39.237300
1099,right,Dy,156,b,66,b,Si,29,f,14,f,I,127,f,53,b,39.976930
1100,none,Dy,156,b,66,b,Si,30,b,14,b,Te,126,b,52,b,43.553900
1101,right,Dy,156,b,66,b,P,31,f,15,b,Te,125,f,52,f,42.454705
1102,none,Dy,156,b,66,b,S,32,b,16,b,Sn,124,b,50,b,43.264200
1103,right,Dy,156,b,66,b,S,33,f,16,f,Sb,123,f,51,b,44.850507
1104,none,Dy,156,b,66,b,S,34,b,16,b,Sn,122,b,50,b,48.889500
1105,right,Dy,156,b,66,b,Cl,37,f,17,b,Sn,119,f,50,f,50.742208
1106,none,Dy,156,b,66,b,Ar,40,b,18,b,Cd,116,b,48,b,52.504600
1107,right,Dy,156,b,66,b,K,40,b,19,f,Cd,116,b,48,b,50.991848
1108,none,Dy,156,b,66,b,Ca,46,b,20,b,Pd,110,b,46,b,61.079000
1109,none,Dy,156,b,66,b,Ca,48,b,20,b,Pd,108,b,46,b,62.854400
1110,right,Dy,156,b,66,b,Co,60,b,27,f,Zr,96,b,40,b,76.153367
1111,none,Dy,156,b,66,b,Zn,70,b,30,b,Kr,86,b,36,b,81.780500
1112,none,Dy,156,b,66,b,Ge,76,b,32,b,Se,80,b,34,b,80.004200
1113,none,Dy,158,b,66,b,He,4,b,2,b,Gd,154,b,64,b,0.593400
1114,right,Dy,158,b,66,b,B,11,f,5,b,Sm,147,f,62,f,0.032600
1115,none,Dy,158,b,66,b,C,12,b,6,b,Nd,146,b,60,b,10.497900
1116,none,Dy,158,b,66,b,C,13,f,6,f,Nd,145,f,60,f,7.867400
1117,right,Dy,158,b,66,b,N,14,b,7,f,Nd,144,b,60,b,10.076901
1118,right,Dy,158,b,66,b,N,15,f,7,b,Nd,143,f,60,f,13.257022
1119,none,Dy,158,b,66,b,O,16,b,8,b,Ce,142,b,58,b,18.634500
1120,right,Dy,158,b,66,b,O,17,f,8,f,Pr,141,f,59,b,16.241529
1121,none,Dy,158,b,66,b,O,18,b,8,b,Ce,140,b,58,b,17.679800
1122,none,Dy,158,b,66,b,F,19,f,9,b,La,139,f,57,b,18.159500
1123,none,Dy,158,b,66,b,Ne,20,b,10,b,Ba,138,b,56,b,24.692000
1124,right,Dy,158,b,66,b,Ne,20,b,10,b,La,138,b,57,f,23.015354
1125,left,Dy,158,b,66,b,Ne,21,f,10,f,Cs,137,f,55,b,21.695431
1126,none,Dy,158,b,66,b,Ne,21,f,10,f,Ba,137,f,56,f,22.869100
1127,none,Dy,158,b,66,b,Ne,22,b,10,b,Ba,136,b,56,b,26.282100
1128,right,Dy,158,b,66,b,Na,23,f,11,b,Ba,135,f,56,f,26.656565
1129,none,Dy,158,b,66,b,Mg,24,b,12,b,Xe,134,b,54,b,31.220900
1130,right,Dy,158,b,66,b,Mg,25,f,12,f,Cs,133,f,55,b,30.767248
1131,none,Dy,158,b,66,b,Mg,26,b,12,b,Xe,132,b,54,b,34.658100
1132,right,Dy,158,b,66,b,Al,27,f,13,b,Xe,131,f,54,f,34.780125
1133,none,Dy,158,b,66,b,Si,28,b,14,b,Te,130,b,52,b,37.570000
1134,none,Dy,158,b,66,b,Si,30,b,14,b,Te,128,b,52,b,42.372700
1135,none,Dy,158,b,66,b,S,34,b,16,b,Sn,124,b,50,b,47.371100
1136,none,Dy,158,b,66,b,Ca,48,b,20,b,Pd,110,b,46,b,62.500500
1137,none,Dy,160,b,66,b,He,4,b,2,b,Gd,156,b,64,b,0.118300
1138,none,Dy,160,b,66,b,C,12,b,6,b,Nd,148,b,60,b,7.778000
1139,right,Dy,160,b,66,b,N,14,b,7,f,Nd,146,b,60,b,8.288433
1140,right,Dy,160,b,66,b,N,15,f,7,b,Nd,145,f,60,f,11.701427
1141,none,Dy,160,b,66,b,O,18,b,8,b,Ce,142,b,58,b,15.490700
1142,right,Dy,160,b,66,b,Ne,21,f,10,f,La,139,f,57,b,23.213762
1143,none,Dy,160,b,66,b,Ne,22,b,10,b,Ba,138,b,56,b,26.487000
1144,right,Dy,160,b,66,b,Ne,22,b,10,b,La,138,b,57,f,24.810343
1145,none,Dy,160,b,66,b,Na,23,f,11,b,Cs,137,f,55,b,26.302600
1146,right,Dy,160,b,66,b,Na,23,f,11,b,Ba,137,f,56,f,27.476279
1147,none,Dy,160,b,66,b,Mg,24,b,12,b,Xe,136,b,54,b,30.333200
1148,none,Dy,160,b,66,b,Mg,26,b,12,b,Xe,134,b,54,b,34.317200
1149,none,Dy,160,b,66,b,Si,30,b,14,b,Te,130,b,52,b,41.329500
1150,none,Dy,161,f,66,f,He,4,b,2,b,Gd,157,f,64,f,0.053100
1151,right,Dy,161,f,66,f,B,11,f,5,b,Sm,150,b,62,b,0.265474
1152,none,Dy,161,f,66,f,C,13,f,6,f,Nd,148,b,60,b,6.302500
1153,right,Dy,161,f,66,f,N,15,f,7,b,Nd,146,b,60,b,12.856480
1154,right,Dy,161,f,66,f,F,19,f,9,b,Ce,142,b,58,b,17.842767
1155,right,Dy,161,f,66,f,Ne,22,b,10,b,La,139,f,57,b,27.157708
1156,right,Dy,161,f,66,f,Na,23,f,11,b,Ba,138,b,56,b,29.637346
1157,right,Dy,161,f,66,f,Mg,24,b,12,b,Cs,137,f,55,b,32.355446
1158,none,Dy,161,f,66,f,Mg,25,f,12,f,Xe,136,b,54,b,31.241400
1159,right,Dy,161,f,66,f,Al,27,f,13,b,Xe,134,b,54,b,36.949574
1160,right,Dy,161,f,66,f,P,31,f,15,b,Te,130,b,52,b,42.976341
1161,right,Dy,161,f,66,f,Cl,37,f,17,b,Sn,124,b,50,b,51.664387
1162,none,Dy,162,b,66,b,C,12,b,6,b,Nd,150,b,60,b,5.365400
1163,right,Dy,162,b,66,b,N,14,b,7,f,Nd,148,b,60,b,6.285720
1164,right,Dy,162,b,66,b,Mg,25,f,12,f,Cs,137,f,55,b,31.493814
1165,none,Dy,162,b,66,b,Mg,26,b,12,b,Xe,136,b,54,b,34.146700
1166,right,Dy,163,f,66,f,He,4,b,2,b,Tb,159,f,65,b,0.761029
1167,none,Dy,163,f,66,f,C,13,f,6,f,Nd,150,b,60,b,4.011000
1168,right,Dy,163,f,66,f,N,15,f,7,b,Nd,148,b,60,b,10.974861
1169,right,Dy,163,f,66,f,Mg,26,b,12,b,Cs,137,f,55,b,36.290077
1170,right,Dy,163,f,66,f,Al,27,f,13,b,Xe,136,b,54,b,36.900205
1171,right,Dy,164,b,66,b,N,14,b,7,f,Nd,150,b,60,b,4.543826
1172,right,Ho,165,f,67,b,He,4,b,2,b,Dy,161,f,66,f,1.021847
1173,right,Ho,165,f,67,b,C,13,f,6,f,Sm,152,b,62,b,6.945218
1174,none,Ho,165,f,67,b,N,15,f,7,b,Nd,150,b,60,b,8.832400
1175,right,Ho,165,f,67,b,O,17,f,8,f,Nd,148,b,60,b,13.679920
1176,right,Ho,165,f,67,b,Si,29,f,14,f,Xe,136,b,54,b,43.396445
1177,none,Er,162,b,68,b,He,4,b,2,b,Dy,158,b,66,b,2.083800
1178,none,Er,162,b,68,b,C,12,b,6,b,Sm,150,b,62,b,10.982300
1179,none,Er,162,b,68,b,C,13,f,6,f,Sm,149,f,62,f,7.932600
1180,left,Er,162,b,68,b,N,14,b,7,f,Nd,148,b,60,b,8.456105
1181,right,Er,162,b,68,b,N,14,b,7,f,Sm,148,b,62,b,10.244570
1182,right,Er,162,b,68,b,N,15,f,7,b,Sm,147,f,62,f,13.107983
1183,none,Er,162,b,68,b,O,16,b,8,b,Nd,146,b,60,b,19.743000
1184,none,Er,162,b,68,b,O,17,f,8,f,Nd,145,f,60,f,16.306700
1185,none,Er,162,b,68,b,O,18,b,8,b,Nd,144,b,60,b,18.387700
1186,right,Er,162,b,68,b,F,19,f,9,b,Nd,143,f,60,f,19.351788
1187,none,Er,162,b,68,b,Ne,20,b,10,b,Ce,142,b,58,b,25.446600
1188,right,Er,162,b,68,b,Ne,21,f,10,f,Pr,141,f,59,b,25.672907
1189,none,Er,162,b,68,b,Ne,22,b,10,b,Ce,140,b,58,b,29.430600
1190,none,Er,162,b,68,b,Na,23,f,11,b,La,139,f,57,b,30.708600
1191,none,Er,162,b,68,b,Mg,24,b,12,b,Ba,138,b,56,b,36.090700
1192,right,Er,162,b,68,b,Mg,24,b,12,b,La,138,b,57,f,34.414048
1193,left,Er,162,b,68,b,Mg,25,f,12,f,Cs,137,f,55,b,33.664199
1194,none,Er,162,b,68,b,Mg,25,f,12,f,Ba,137,f,56,f,34.837900
1195,none,Er,162,b,68,b,Mg,26,b,12,b,Ba,136,b,56,b,38.982100
1196,right,Er,162,b,68,b,Al,27,f,13,b,Ba,135,f,56,f,38.838644
1197,none,Er,162,b,68,b,Si,28,b,14,b,Xe,134,b,54,b,43.291200
1198,right,Er,162,b,68,b,Si,29,f,14,f,Cs,133,f,55,b,43.984218
1199,none,Er,162,b,68,b,Si,30,b,14,b,Xe,132,b,54,b,47.391600
1200,right,Er,162,b,68,b,P,31,f,15,b,Xe,131,f,54,f,46.528128
1201,none,Er,162,b,68,b,S,32,b,16,b,Te,130,b,52,b,46.598900
1202,none,Er,162,b,68,b,S,34,b,16,b,Te,128,b,52,b,52.373300
1203,right,Er,162,b,68,b,Cl,37,f,17,b,Te,125,f,52,f,54.477499
1204,none,Er,162,b,68,b,Ar,38,b,18,b,Sn,124,b,50,b,56.667400
1205,none,Er,162,b,68,b,Ar,40,b,18,b,Sn,122,b,50,b,58.689700
1206,right,Er,162,b,68,b,K,40,b,19,f,Sn,122,b,50,b,57.176969
1207,none,Er,162,b,68,b,Ca,46,b,20,b,Cd,116,b,48,b,65.298700
1208,none,Er,162,b,68,b,Ca,48,b,20,b,Cd,114,b,48,b,67.875200
1209,none,Er,162,b,68,b,Ge,76,b,32,b,Kr,86,b,36,b,90.190100
1210,none,Er,164,b,68,b,He,4,b,2,b,Dy,160,b,66,b,1.739100
1211,none,Er,164,b,68,b,C,12,b,6,b,Sm,152,b,62,b,9.138000
1212,right,Er,164,b,68,b,C,13,f,6,f,Eu,151,f,63,b,5.883315
1213,left,Er,164,b,68,b,N,14,b,7,f,Nd,150,b,60,b,4.981632
1214,right,Er,164,b,68,b,N,14,b,7,f,Sm,150,b,62,b,8.428157
1215,right,Er,164,b,68,b,N,15,f,7,b,Sm,149,f,62,f,11.421979
1216,none,Er,164,b,68,b,O,16,b,8,b,Nd,148,b,60,b,16.678400
1217,none,Er,164,b,68,b,O,18,b,8,b,Nd,146,b,60,b,16.254600
1218,right,Er,164,b,68,b,F,19,f,9,b,Nd,145,f,60,f,17.451540
1219,none,Er,164,b,68,b,Ne,22,b,10,b,Ce,142,b,58,b,26.896900
1220,right,Er,164,b,68,b,Mg,25,f,12,f,La,139,f,57,b,34.837877
1221,none,Er,164,b,68,b,Mg,26,b,12,b,Ba,138,b,56,b,38.842400
1222,right,Er,164,b,68,b,Mg,26,b,12,b,La,138,b,57,f,37.165681
1223,none,Er,164,b,68,b,Al,27,f,13,b,Cs,137,f,55,b,38.140000
1224,right,Er,164,b,68,b,Al,27,f,13,b,Ba,137,f,56,f,39.313706
1225,none,Er,164,b,68,b,Si,28,b,14,b,Xe,136,b,54,b,42.058800
1226,none,Er,164,b,68,b,Si,30,b,14,b,Xe,134,b,54,b,46.706000
1227,none,Er,164,b,68,b,S,34,b,16,b,Te,130,b,52,b,50.985300
1228,none,Er,164,b,68,b,Ar,40,b,18,b,Sn,124,b,50,b,57.450800
1229,right,Er,164,b,68,b,K,40,b,19,f,Sn,124,b,50,b,55.938082
1230,none,Er,164,b,68,b,Ca,48,b,20,b,Cd,116,b,48,b,66.999600
1231,none,Er,166,b,68,b,He,4,b,2,b,Dy,162,b,66,b,1.236100
1232,none,Er,166,b,68,b,C,12,b,6,b,Sm,154,b,62,b,7.815200
1233,right,Er,166,b,68,b,C,13,f,6,f,Eu,153,f,63,b,5.762221
1234,right,Er,166,b,68,b,N,14,b,7,f,Sm,152,b,62,b,7.142695
1235,none,Er,166,b,68,b,O,16,b,8,b,Nd,150,b,60,b,13.762800
1236,none,Er,166,b,68,b,O,18,b,8,b,Nd,148,b,60,b,13.748900
1237,right,Er,166,b,68,b,Si,29,f,14,f,Cs,137,f,55,b,43.863124
1238,none,Er,166,b,68,b,Si,30,b,14,b,Xe,136,b,54,b,46.032600
1239,none,Er,167,f,68,f,He,4,b,2,b,Dy,163,f,66,f,1.003200
1240,right,Er,167,f,68,f,B,11,f,5,b,Gd,156,b,64,b,0.600812
1241,none,Er,167,f,68,f,C,13,f,6,f,Sm,154,b,62,b,6.228000
1242,right,Er,167,f,68,f,N,15,f,7,b,Sm,152,b,62,b,11.598963
1243,none,Er,167,f,68,f,O,17,f,8,f,Nd,150,b,60,b,11.369800
1244,right,Er,167,f,68,f,F,19,f,9,b,Nd,148,b,60,b,15.989094
1245,right,Er,167,f,68,f,Si,30,b,14,b,Cs,137,f,55,b,47.943068
1246,right,Er,167,f,68,f,P,31,f,15,b,Xe,136,b,54,b,47.567676
1247,right,Er,167,f,68,f,Cl,37,f,17,b,Te,130,b,52,b,55.381048
1248,none,Er,168,b,68,b,He,4,b,2,b,Dy,164,b,66,b,0.882100
1249,right,Er,168,b,68,b,N,14,b,7,f,Sm,154,b,62,b,6.639688
1250,none,Er,168,b,68,b,O,18,b,8,b,Nd,150,b,60,b,11.653000
1251,none,Tm,169,f,69,b,He,4,b,2,b,Ho,165,f,67,b,1.347900
1252,none,Tm,169,f,69,b,B,11,f,5,b,Gd,158,b,64,b,0.880300
1253,right,Tm,169,f,69,b,C,12,b,6,b,Gd,157,f,64,f,9.696852
1254,right,Tm,169,f,69,b,C,13,f,6,f,Gd,156,b,64,b,8.286570
1255,none,Tm,169,f,69,b,N,15,f,7,b,Sm,154,b,62,b,11.394000
1256,right,Tm,169,f,69,b,O,17,f,8,f,Sm,152,b,62,b,14.648674
1257,none,Tm,169,f,69,b,F,19,f,9,b,Nd,150,b,60,b,14.191300
1258,right,Tm,169,f,69,b,Ne,21,f,10,f,Nd,148,b,60,b,22.375418
1259,right,Tm,169,f,69,b,S,33,f,16,f,Xe,136,b,54,b,51.854412
1260,none,Yb,170,b,70,b,He,4,b,2,b,Er,166,b,68,b,1.748400
1261,none,Yb,170,b,70,b,B,11,f,5,b,Tb,159,f,65,b,0.582200
1262,none,Yb,170,b,70,b,C,12,b,6,b,Gd,158,b,64,b,10.041500
1263,none,Yb,170,b,70,b,C,13,f,6,f,Gd,157,f,64,f,7.066300
1264,right,Yb,170,b,70,b,N,14,b,7,f,Gd,156,b,64,b,8.884589
