E1,A1,Z1,E2,A2,Z2,E3,A3,Z3,E4,A4,Z4,MeV
Н,1.0,1.0,Ba,134.0,56.0,B,11.0,5.0,Te,124.0,52.0,0.0652045869937865
Н,1.0,1.0,Ba,134.0,56.0,C,12.0,6.0,Sb,123.0,51.0,7.437980388494907
Н,1.0,1.0,Ba,134.0,56.0,N,15.0,7.0,Sn,120.0,50.0,9.218997107702307
Н,1.0,1.0,Ba,134.0,56.0,F,19.0,9.0,Cd,116.0,48.0,8.122628551995149
Н,1.0,1.0,Ba,134.0,56.0,Ca,48.0,20.0,Rb,87.0,37.0,47.126149507195805
D,2.0,1.0,Ba,134.0,56.0,Н,1.0,1.0,Ba,135.0,56.0,4.673305899690604
D,2.0,1.0,Ba,134.0,56.0,Be,9.0,4.0,I,127.0,53.0,1.7456199434091104
D,2.0,1.0,Ba,134.0,56.0,B,10.0,5.0,Te,126.0,52.0,2.0781633371079806
D,2.0,1.0,Ba,134.0,56.0,B,11.0,5.0,Te,125.0,52.0,4.365912846711581
D,2.0,1.0,Ba,134.0,56.0,C,13.0,6.0,Sb,123.0,51.0,10.160737642800086
D,2.0,1.0,Ba,134.0,56.0,N,14.0,7.0,Sn,122.0,50.0,10.954370616018423
Н,1.0,1.0,Ba,135.0,56.0,C,13.0,6.0,Sb,123.0,51.0,5.487431743109482
Н,1.0,1.0,Ba,135.0,56.0,N,14.0,7.0,Sn,122.0,50.0,6.281064716327819
D,2.0,1.0,Ba,135.0,56.0,Н,1.0,1.0,Ba,136.0,56.0,6.974096326724975
D,2.0,1.0,Ba,135.0,56.0,Не,4.0,2.0,Cs,133.0,55.0,11.158367823911249
D,2.0,1.0,Ba,135.0,56.0,Li,7.0,3.0,Xe,130.0,54.0,0.14624457371246535
D,2.0,1.0,Ba,135.0,56.0,B,11.0,5.0,Te,126.0,52.0,6.636895462521352
D,2.0,1.0,Ba,135.0,56.0,N,15.0,7.0,Sn,122.0,50.0,15.047355691436678
Н,1.0,1.0,Ba,136.0,56.0,Не,4.0,2.0,Cs,133.0,55.0,4.184271497186273
Н,1.0,1.0,Ba,136.0,56.0,N,15.0,7.0,Sn,122.0,50.0,8.073259364711703
D,2.0,1.0,Ba,136.0,56.0,Н,1.0,1.0,Ba,137.0,56.0,4.729195545689436
D,2.0,1.0,Ba,136.0,56.0,B,10.0,5.0,Te,128.0,52.0,0.7573047033074545
D,2.0,1.0,Ba,136.0,56.0,N,14.0,7.0,Sn,124.0,50.0,9.296311117999721
Н,1.0,1.0,Ce,136.0,58.0,B,11.0,5.0,Xe,126.0,54.0,1.3515979391086148
Н,1.0,1.0,Ce,136.0,58.0,N,14.0,7.0,Te,123.0,52.0,6.989000232322724
Н,1.0,1.0,Ce,136.0,58.0,N,15.0,7.0,Te,122.0,52.0,11.007465779708582
Н,1.0,1.0,Ce,136.0,58.0,O,16.0,8.0,Sb,121.0,51.0,15.146094066018122
Н,1.0,1.0,Ce,136.0,58.0,F,19.0,9.0,Sn,118.0,50.0,13.720908093004255
Н,1.0,1.0,Ce,136.0,58.0,Ne,22.0,10.0,In,115.0,49.0,18.136190127013833
Н,1.0,1.0,Ce,136.0,58.0,Na,23.0,11.0,Cd,114.0,48.0,20.10350566620764
Н,1.0,1.0,Ce,136.0,58.0,Al,27.0,13.0,Pd,110.0,46.0,26.910864549019607
Н,1.0,1.0,Ce,136.0,58.0,Cl,37.0,17.0,Mo,100.0,42.0,38.618813891895115
Н,1.0,1.0,Ce,136.0,58.0,K,41.0,19.0,Zr,96.0,40.0,41.81477014900884
Н,1.0,1.0,Ce,136.0,58.0,Ca,48.0,20.0,Y,89.0,39.0,53.218120921213995
Н,1.0,1.0,Ce,136.0,58.0,Ti,50.0,22.0,Rb,87.0,37.0,56.7792228655162
Н,1.0,1.0,Ce,136.0,58.0,V,51.0,23.0,Kr,86.0,36.0,56.19703905300412
D,2.0,1.0,Ce,136.0,58.0,Li,6.0,3.0,Ba,132.0,56.0,0.8905083596037002
D,2.0,1.0,Ce,136.0,58.0,B,10.0,5.0,Xe,128.0,54.0,4.401309622524423
D,2.0,1.0,Ce,136.0,58.0,N,14.0,7.0,Te,124.0,52.0,14.158710320014507
D,2.0,1.0,Ce,136.0,58.0,N,15.0,7.0,Te,123.0,52.0,15.75529120741703
D,2.0,1.0,Ce,136.0,58.0,O,17.0,8.0,Sb,121.0,51.0,17.06310892381589
D,2.0,1.0,Ce,136.0,58.0,F,19.0,9.0,Sn,119.0,50.0,18.07750599872088
Н,1.0,1.0,Ba,137.0,56.0,N,14.0,7.0,Sn,124.0,50.0,4.567115572310286
D,2.0,1.0,Ba,137.0,56.0,Н,1.0,1.0,Ba,138.0,56.0,6.359310220723273
D,2.0,1.0,Ba,137.0,56.0,B,11.0,5.0,Te,128.0,52.0,5.260147182721994
D,2.0,1.0,Ba,137.0,56.0,N,15.0,7.0,Sn,124.0,50.0,13.333406547419145
Н,1.0,1.0,Ba,138.0,56.0,N,15.0,7.0,Sn,124.0,50.0,6.9740963266958715
Н,1.0,1.0,La,138.0,57.0,Не,4.0,2.0,Ba,135.0,56.0,6.019314874181873
Н,1.0,1.0,La,138.0,57.0,C,13.0,6.0,Te,126.0,52.0,7.488281069905497
Н,1.0,1.0,La,138.0,57.0,O,17.0,8.0,Sn,122.0,50.0,11.262695163110038
D,2.0,1.0,La,138.0,57.0,Н,1.0,1.0,La,139.0,57.0,6.545609040709678
D,2.0,1.0,La,138.0,57.0,Не,4.0,2.0,Ba,136.0,56.0,12.993411200906849
D,2.0,1.0,La,138.0,57.0,Be,9.0,4.0,Xe,131.0,54.0,3.389707029913552
D,2.0,1.0,La,138.0,57.0,C,12.0,6.0,Te,128.0,52.0,15.092067408215371
D,2.0,1.0,La,138.0,57.0,O,16.0,8.0,Sn,124.0,50.0,19.33502303370915
D,2.0,1.0,La,138.0,57.0,O,18.0,8.0,Sn,122.0,50.0,17.085464782227064
Н,1.0,1.0,Ce,138.0,58.0,B,11.0,5.0,Xe,128.0,54.0,0.6539088582067052
Н,1.0,1.0,Ce,138.0,58.0,C,12.0,6.0,I,127.0,53.0,8.563225261299522
Н,1.0,1.0,Ce,138.0,58.0,N,14.0,7.0,Te,125.0,52.0,5.479979790310608
Н,1.0,1.0,Ce,138.0,58.0,N,15.0,7.0,Te,124.0,52.0,9.945562505701673
Н,1.0,1.0,Ce,138.0,58.0,O,16.0,8.0,Sb,123.0,51.0,13.48803456799942
Н,1.0,1.0,Ce,138.0,58.0,O,18.0,8.0,Sb,121.0,51.0,9.90643975349667
Н,1.0,1.0,Ce,138.0,58.0,F,19.0,9.0,Sn,120.0,50.0,12.118738240998937
Н,1.0,1.0,Ce,138.0,58.0,Na,23.0,11.0,Cd,116.0,48.0,17.476692304204335
D,2.0,1.0,Ce,138.0,58.0,Li,6.0,3.0,Ba,134.0,56.0,0.35955672260024585
D,2.0,1.0,Ce,138.0,58.0,B,10.0,5.0,Xe,130.0,54.0,3.141929599296418
D,2.0,1.0,Ce,138.0,58.0,B,11.0,5.0,Xe,129.0,54.0,5.340255675298977
D,2.0,1.0,Ce,138.0,58.0,C,13.0,6.0,I,127.0,53.0,11.285982515604701
D,2.0,1.0,Ce,138.0,58.0,N,14.0,7.0,Te,126.0,52.0,12.424268305810983
D,2.0,1.0,Ce,138.0,58.0,N,15.0,7.0,Te,125.0,52.0,14.246270765419467
D,2.0,1.0,Ce,138.0,58.0,O,17.0,8.0,Sb,123.0,51.0,15.405049425797188
Н,1.0,1.0,La,139.0,57.0,Не,4.0,2.0,Ba,136.0,56.0,6.4478021601971705
Н,1.0,1.0,La,139.0,57.0,C,12.0,6.0,Te,128.0,52.0,8.546458367505693
Н,1.0,1.0,La,139.0,57.0,O,16.0,8.0,Sn,124.0,50.0,12.78941399299947
Н,1.0,1.0,La,139.0,57.0,O,18.0,8.0,Sn,122.0,50.0,10.539855741517385
D,2.0,1.0,La,139.0,57.0,Не,4.0,2.0,Ba,137.0,56.0,11.176997705886606
D,2.0,1.0,La,139.0,57.0,Be,9.0,4.0,Xe,132.0,54.0,3.5527184974052943
D,2.0,1.0,La,139.0,57.0,C,13.0,6.0,Te,128.0,52.0,11.269215621810872
D,2.0,1.0,La,139.0,57.0,O,17.0,8.0,Sn,124.0,50.0,14.706428850797238
Н,1.0,1.0,Ce,140.0,58.0,B,11.0,5.0,Xe,130.0,54.0,0.773140103003243
Н,1.0,1.0,Ce,140.0,58.0,N,15.0,7.0,Te,126.0,52.0,9.58973175950814
Н,1.0,1.0,Ce,140.0,58.0,O,18.0,8.0,Sb,123.0,51.0,9.626991523517063
Н,1.0,1.0,Ce,140.0,58.0,F,19.0,9.0,Sn,122.0,50.0,11.01957520301221
D,2.0,1.0,Ce,140.0,58.0,Не,4.0,2.0,La,138.0,57.0,9.789071496896213
D,2.0,1.0,Ce,140.0,58.0,Li,6.0,3.0,Ba,136.0,56.0,0.4061314275895711
D,2.0,1.0,Ce,140.0,58.0,Be,9.0,4.0,Cs,133.0,55.0,2.46473338859505
D,2.0,1.0,Ce,140.0,58.0,B,10.0,5.0,Xe,132.0,54.0,2.6277448560867924
D,2.0,1.0,Ce,140.0,58.0,B,11.0,5.0,Xe,131.0,54.0,5.151162372989347
D,2.0,1.0,Ce,140.0,58.0,N,14.0,7.0,Te,128.0,52.0,11.149984376999782
Н,1.0,1.0,Pr,141.0,59.0,Не,4.0,2.0,Ce,138.0,58.0,6.419857337168651
Н,1.0,1.0,Pr,141.0,59.0,C,12.0,6.0,Xe,130.0,54.0,10.903138440451585
Н,1.0,1.0,Pr,141.0,59.0,C,13.0,6.0,Xe,129.0,54.0,6.5921837456698995
Н,1.0,1.0,Pr,141.0,59.0,N,15.0,7.0,I,127.0,53.0,10.018219045479782
Н,1.0,1.0,Pr,141.0,59.0,O,16.0,8.0,Te,126.0,52.0,15.889426357782213
Н,1.0,1.0,Pr,141.0,59.0,O,17.0,8.0,Te,125.0,52.0,10.862152700079605
Н,1.0,1.0,Pr,141.0,59.0,O,18.0,8.0,Te,124.0,52.0,12.384214059478836
Н,1.0,1.0,Pr,141.0,59.0,F,19.0,9.0,Sb,123.0,51.0,11.792715305957245
Н,1.0,1.0,Pr,141.0,59.0,Ne,20.0,10.0,Sn,122.0,50.0,18.036520258290693
Н,1.0,1.0,Pr,141.0,59.0,Ne,22.0,10.0,Sn,120.0,50.0,20.213421969965566
Н,1.0,1.0,Pr,141.0,59.0,Mg,26.0,12.0,Cd,116.0,48.0,25.72227807735908
Н,1.0,1.0,Pr,141.0,59.0,Ca,46.0,20.0,Zr,96.0,40.0,49.67285437657847
Н,1.0,1.0,Pr,141.0,59.0,Ca,48.0,20.0,Zr,94.0,40.0,52.826893399178516
D,2.0,1.0,Pr,141.0,59.0,Be,9.0,4.0,Ba,134.0,56.0,4.653744523588102
D,2.0,1.0,Pr,141.0,59.0,B,10.0,5.0,Cs,133.0,55.0,3.225764068280114
D,2.0,1.0,Pr,141.0,59.0,C,12.0,6.0,Xe,131.0,54.0,15.281160710466793
D,2.0,1.0,Pr,141.0,59.0,C,13.0,6.0,Xe,130.0,54.0,13.625895694771316
D,2.0,1.0,Pr,141.0,59.0,O,17.0,8.0,Te,126.0,52.0,17.806441215594532
D,2.0,1.0,Pr,141.0,59.0,O,18.0,8.0,Te,125.0,52.0,16.68492231919663
D,2.0,1.0,Pr,141.0,59.0,Ne,21.0,10.0,Sn,122.0,50.0,22.57289652529289
Н,1.0,1.0,Ce,142.0,58.0,Не,4.0,2.0,La,139.0,57.0,7.640114608220756
Н,1.0,1.0,Ce,142.0,58.0,B,11.0,5.0,Xe,132.0,54.0,3.1652169518056326
Н,1.0,1.0,Ce,142.0,58.0,N,15.0,7.0,Te,128.0,52.0,11.221709422708955
Н,1.0,1.0,Ce,142.0,58.0,F,19.0,9.0,Sn,124.0,50.0,12.314352001994848
D,2.0,1.0,Ce,142.0,58.0,Li,6.0,3.0,Ba,138.0,56.0,2.800071264617145
D,2.0,1.0,Ce,142.0,58.0,Li,7.0,3.0,Ba,137.0,56.0,1.468966195709072
D,2.0,1.0,Ce,142.0,58.0,B,10.0,5.0,Xe,134.0,54.0,4.475829150527716
D,2.0,1.0,Ce,142.0,58.0,N,14.0,7.0,Te,130.0,52.0,12.295722120004939
Н,1.0,1.0,Nd,142.0,60.0,B,11.0,5.0,Ba,132.0,56.0,0.8178518197964877
Н,1.0,1.0,Nd,142.0,60.0,N,14.0,7.0,Xe,129.0,54.0,6.778482565685408
Н,1.0,1.0,Nd,142.0,60.0,N,15.0,7.0,Xe,128.0,54.0,10.858426723687444
Н,1.0,1.0,Nd,142.0,60.0,O,16.0,8.0,I,127.0,53.0,14.937439387576887
Н,1.0,1.0,Nd,142.0,60.0,F,19.0,9.0,Te,124.0,52.0,13.169463585771155
Н,1.0,1.0,Nd,142.0,60.0,Ne,20.0,10.0,Sb,123.0,51.0,17.429186105087865
Н,1.0,1.0,Nd,142.0,60.0,Ne,22.0,10.0,Sb,121.0,51.0,18.786373008799274
Н,1.0,1.0,Nd,142.0,60.0,Na,23.0,11.0,Sn,120.0,50.0,21.796961939980974
Н,1.0,1.0,Nd,142.0,60.0,Al,27.0,13.0,Cd,116.0,48.0,26.787907327787252
D,2.0,1.0,Nd,142.0,60.0,Н,1.0,1.0,Nd,143.0,60.0,3.851728103501955
D,2.0,1.0,Nd,142.0,60.0,Li,6.0,3.0,Ce,138.0,58.0,0.6837166693876497
D,2.0,1.0,Nd,142.0,60.0,B,10.0,5.0,Ba,134.0,56.0,4.034300947096199
D,2.0,1.0,Nd,142.0,60.0,N,14.0,7.0,Xe,130.0,54.0,13.812194514786825
D,2.0,1.0,Nd,142.0,60.0,N,15.0,7.0,Xe,129.0,54.0,15.544773540779715
D,2.0,1.0,Nd,142.0,60.0,O,17.0,8.0,I,127.0,53.0,16.854454245389206
D,2.0,1.0,Nd,142.0,60.0,F,19.0,9.0,Te,125.0,52.0,17.47017184548895
D,2.0,1.0,Nd,142.0,60.0,Ne,21.0,10.0,Sb,123.0,51.0,21.965562372090062
Н,1.0,1.0,Nd,143.0,60.0,B,10.0,5.0,Ba,134.0,56.0,0.18257284359424375
Н,1.0,1.0,Nd,143.0,60.0,N,14.0,7.0,Xe,130.0,54.0,9.96046641128487
Н,1.0,1.0,Nd,143.0,60.0,N,15.0,7.0,Xe,129.0,54.0,11.69304543727776
Н,1.0,1.0,Nd,143.0,60.0,O,17.0,8.0,I,127.0,53.0,13.002726141887251
Н,1.0,1.0,Nd,143.0,60.0,F,19.0,9.0,Te,125.0,52.0,13.618443741986994
Н,1.0,1.0,Nd,143.0,60.0,Ne,21.0,10.0,Sb,123.0,51.0,18.113834268588107
D,2.0,1.0,Nd,143.0,60.0,Н,1.0,1.0,Nd,144.0,60.0,5.58617011772003
D,2.0,1.0,Nd,143.0,60.0,Не,4.0,2.0,Pr,141.0,59.0,12.788482498930534
D,2.0,1.0,Nd,143.0,60.0,Li,7.0,3.0,Ce,138.0,58.0,1.860193717700895
D,2.0,1.0,Nd,143.0,60.0,B,10.0,5.0,Ba,135.0,56.0,4.855878743284848
D,2.0,1.0,Nd,143.0,60.0,B,11.0,5.0,Ba,134.0,56.0,9.414610868698219
D,2.0,1.0,Nd,143.0,60.0,C,12.0,6.0,Cs,133.0,55.0,17.355598071182612
D,2.0,1.0,Nd,143.0,60.0,N,14.0,7.0,Xe,131.0,54.0,14.338488681300078
D,2.0,1.0,Nd,143.0,60.0,N,15.0,7.0,Xe,130.0,54.0,18.726757386379177
D,2.0,1.0,Nd,143.0,60.0,O,18.0,8.0,I,127.0,53.0,18.825495761004277
D,2.0,1.0,Nd,143.0,60.0,F,19.0,9.0,Te,126.0,52.0,20.56273225750192
D,2.0,1.0,Nd,143.0,60.0,Ne,22.0,10.0,Sb,123.0,51.0,26.256024196685757
D,2.0,1.0,Nd,143.0,60.0,Na,23.0,11.0,Sn,122.0,50.0,28.446898319903994
Н,1.0,1.0,Nd,144.0,60.0,Не,4.0,2.0,Pr,141.0,59.0,7.202312381210504
Н,1.0,1.0,Nd,144.0,60.0,B,11.0,5.0,Ba,134.0,56.0,3.8284407509781886
Н,1.0,1.0,Nd,144.0,60.0,C,12.0,6.0,Cs,133.0,55.0,11.769427953462582
Н,1.0,1.0,Nd,144.0,60.0,N,14.0,7.0,Xe,131.0,54.0,8.752318563580047
Н,1.0,1.0,Nd,144.0,60.0,N,15.0,7.0,Xe,130.0,54.0,13.140587268659147
Н,1.0,1.0,Nd,144.0,60.0,O,18.0,8.0,I,127.0,53.0,13.239325643284246
Н,1.0,1.0,Nd,144.0,60.0,F,19.0,9.0,Te,126.0,52.0,14.97656213978189
Н,1.0,1.0,Nd,144.0,60.0,Ne,22.0,10.0,Sb,123.0,51.0,20.669854078965727
Н,1.0,1.0,Nd,144.0,60.0,Na,23.0,11.0,Sn,122.0,50.0,22.860728202183964
D,2.0,1.0,Nd,144.0,60.0,Н,1.0,1.0,Nd,145.0,60.0,3.741811799700372
D,2.0,1.0,Nd,144.0,60.0,Li,6.0,3.0,Ce,140.0,58.0,2.8466459695773665
D,2.0,1.0,Nd,144.0,60.0,B,10.0,5.0,Ba,136.0,56.0,6.243804952275241
D,2.0,1.0,Nd,144.0,60.0,B,11.0,5.0,Ba,135.0,56.0,8.501746650668792
D,2.0,1.0,Nd,144.0,60.0,C,13.0,6.0,Cs,133.0,55.0,14.492185207782313
D,2.0,1.0,Nd,144.0,60.0,N,14.0,7.0,Xe,132.0,54.0,15.460939071781468
D,2.0,1.0,Nd,144.0,60.0,N,15.0,7.0,Xe,131.0,54.0,17.518609538674355
Н,1.0,1.0,Sm,144.0,62.0,N,15.0,7.0,Ba,130.0,56.0,12.26498281469685
Н,1.0,1.0,Sm,144.0,62.0,F,19.0,9.0,Xe,126.0,54.0,15.743181784113403
Н,1.0,1.0,Sm,144.0,62.0,Na,23.0,11.0,Te,122.0,52.0,24.872755458200118
Н,1.0,1.0,Sm,144.0,62.0,Mg,24.0,12.0,Sb,121.0,51.0,28.57823898800416
Н,1.0,1.0,Sm,144.0,62.0,Al,27.0,13.0,Sn,118.0,50.0,33.673511714994675
Н,1.0,1.0,Sm,144.0,62.0,Si,30.0,14.0,In,115.0,49.0,38.79114030042547
Н,1.0,1.0,Sm,144.0,62.0,P,31.0,15.0,Cd,114.0,48.0,39.25502436220995
Н,1.0,1.0,Sm,144.0,62.0,Cl,35.0,17.0,Pd,110.0,46.0,42.96050789201399
Н,1.0,1.0,Sm,144.0,62.0,Cl,37.0,17.0,Pd,108.0,46.0,46.25706551191979
Н,1.0,1.0,Sm,144.0,62.0,K,41.0,19.0,Ru,104.0,44.0,48.54015755103319
Н,1.0,1.0,Sm,144.0,62.0,Sc,45.0,21.0,Mo,100.0,42.0,52.15062868260429
Н,1.0,1.0,Sm,144.0,62.0,V,51.0,23.0,Zr,94.0,40.0,64.60563629370881
Н,1.0,1.0,Sm,144.0,62.0,Mn,55.0,25.0,Sr*,90.0,38.0,69.0153293631156
Н,1.0,1.0,Sm,144.0,62.0,Fe,58.0,26.0,Rb,87.0,37.0,71.74647006430314
Н,1.0,1.0,Sm,144.0,62.0,Co,59.0,27.0,Kr,86.0,36.0,70.48429555879557
Н,1.0,1.0,Sm,144.0,62.0,Ni,64.0,28.0,Br,81.0,35.0,70.02227448520716
Н,1.0,1.0,Sm,144.0,62.0,Cu,65.0,29.0,Se,80.0,34.0,70.02693195571192
Н,1.0,1.0,Sm,144.0,62.0,Ga,69.0,31.0,Ge,76.0,32.0,67.47091214530519
Н,1.0,1.0,Sm,144.0,62.0,Zn,70.0,30.0,As,75.0,33.0,67.57710247271461
Н,1.0,1.0,Sm,144.0,62.0,Ga,71.0,31.0,Ge,74.0,32.0,68.45084393850993
D,2.0,1.0,Sm,144.0,62.0,B,10.0,5.0,Ce,136.0,58.0,5.321625793323619
D,2.0,1.0,Sm,144.0,62.0,N,14.0,7.0,Ba,132.0,56.0,16.198682399000973
D,2.0,1.0,Sm,144.0,62.0,Na,23.0,11.0,Te,123.0,52.0,29.62058088593767
D,2.0,1.0,Sm,144.0,62.0,Mg,25.0,12.0,Sb,121.0,51.0,33.684689644229366
D,2.0,1.0,Sm,144.0,62.0,Al,27.0,13.0,Sn,119.0,50.0,38.0301096207113
D,2.0,1.0,Sm,144.0,62.0,V,50.0,23.0,Zr,96.0,40.0,65.56507521672756
Н,1.0,1.0,Nd,145.0,60.0,B,10.0,5.0,Ba,136.0,56.0,2.501993152574869
Н,1.0,1.0,Nd,145.0,60.0,B,11.0,5.0,Ba,135.0,56.0,4.7599348509684205
Н,1.0,1.0,Nd,145.0,60.0,C,13.0,6.0,Cs,133.0,55.0,10.750373408081941
Н,1.0,1.0,Nd,145.0,60.0,N,14.0,7.0,Xe,132.0,54.0,11.719127272081096
Н,1.0,1.0,Nd,145.0,60.0,N,15.0,7.0,Xe,131.0,54.0,13.776797738973983
D,2.0,1.0,Nd,145.0,60.0,Н,1.0,1.0,Nd,146.0,60.0,5.3532965926860925
D,2.0,1.0,Nd,145.0,60.0,Li,7.0,3.0,Ce,140.0,58.0,4.133039321692195
D,2.0,1.0,Nd,145.0,60.0,Be,9.0,4.0,La,138.0,57.0,6.768236130592413
D,2.0,1.0,Nd,145.0,60.0,B,10.0,5.0,Ba,137.0,56.0,7.231188698293408
D,2.0,1.0,Nd,145.0,60.0,B,11.0,5.0,Ba,136.0,56.0,11.734031177707948
D,2.0,1.0,Nd,145.0,60.0,N,15.0,7.0,Xe,132.0,54.0,20.485418247175403
D,2.0,1.0,Nd,145.0,60.0,F,19.0,9.0,Te,128.0,52.0,21.56129393269657
D,2.0,1.0,Nd,145.0,60.0,Na,23.0,11.0,Sn,124.0,50.0,29.10825913088047
Н,1.0,1.0,Nd,146.0,60.0,Be,9.0,4.0,La,138.0,57.0,1.4149395379063208
Н,1.0,1.0,Nd,146.0,60.0,B,10.0,5.0,Ba,137.0,56.0,1.877892105607316
Н,1.0,1.0,Nd,146.0,60.0,B,11.0,5.0,Ba,136.0,56.0,6.380734585021855
Н,1.0,1.0,Nd,146.0,60.0,N,15.0,7.0,Xe,132.0,54.0,15.13212165448931
Н,1.0,1.0,Nd,146.0,60.0,F,19.0,9.0,Te,128.0,52.0,16.20799734001048
Н,1.0,1.0,Nd,146.0,60.0,Na,23.0,11.0,Sn,124.0,50.0,23.754962538194377
D,2.0,1.0,Nd,146.0,60.0,Li,6.0,3.0,Ce,142.0,58.0,2.446103506605141
D,2.0,1.0,Nd,146.0,60.0,Be,9.0,4.0,La,139.0,57.0,7.960548578615999
D,2.0,1.0,Nd,146.0,60.0,B,10.0,5.0,Ba,138.0,56.0,8.237202326301485
D,2.0,1.0,Nd,146.0,60.0,B,11.0,5.0,Ba,137.0,56.0,11.109930130711291
D,2.0,1.0,Nd,146.0,60.0,N,14.0,7.0,Xe,134.0,54.0,16.90848090322106
Н,1.0,1.0,Sm,147.0,62.0,B,10.0,5.0,Ce,138.0,58.0,3.526636662631063
Н,1.0,1.0,Sm,147.0,62.0,N,14.0,7.0,Ba,134.0,56.0,13.872741631319514
Н,1.0,1.0,Sm,147.0,62.0,F,19.0,9.0,Xe,129.0,54.0,17.93685038961121
Н,1.0,1.0,Sm,147.0,62.0,Ne,21.0,10.0,I,127.0,53.0,22.58314296041499
Н,1.0,1.0,Sm,147.0,62.0,Na,23.0,11.0,Te,125.0,52.0,26.316571313218446
Н,1.0,1.0,Sm,147.0,62.0,Mg,25.0,12.0,Sb,123.0,51.0,30.231641015503556
D,2.0,1.0,Sm,147.0,62.0,Н,1.0,1.0,Sm,148.0,62.0,5.902878111723112
D,2.0,1.0,Sm,147.0,62.0,Li,6.0,3.0,Nd,143.0,60.0,3.703620541637065
D,2.0,1.0,Sm,147.0,62.0,Li,7.0,3.0,Nd,142.0,60.0,4.880097589921206
D,2.0,1.0,Sm,147.0,62.0,B,11.0,5.0,Ce,138.0,58.0,12.758674687735038
D,2.0,1.0,Sm,147.0,62.0,N,14.0,7.0,Ba,135.0,56.0,18.546047531010117
D,2.0,1.0,Sm,147.0,62.0,N,15.0,7.0,Ba,134.0,56.0,22.63903260641382
D,2.0,1.0,Sm,147.0,62.0,O,16.0,8.0,Cs,133.0,55.0,26.749716069723945
D,2.0,1.0,Sm,147.0,62.0,F,19.0,9.0,Xe,130.0,54.0,24.970562338712625
D,2.0,1.0,Sm,147.0,62.0,Ne,22.0,10.0,I,127.0,53.0,30.72533288851264
D,2.0,1.0,Sm,147.0,62.0,Na,23.0,11.0,Te,126.0,52.0,33.26085982873337
D,2.0,1.0,Sm,147.0,62.0,Mg,26.0,12.0,Sb,123.0,51.0,39.10505381211988
D,2.0,1.0,Sm,147.0,62.0,Al,27.0,13.0,Sn,122.0,50.0,40.778017215721775
Н,1.0,1.0,Nd,148.0,60.0,B,11.0,5.0,Ba,138.0,56.0,9.305626059009228
Н,1.0,1.0,Nd,148.0,60.0,N,15.0,7.0,Xe,134.0,54.0,17.511157585890032
Н,1.0,1.0,Nd,148.0,60.0,F,19.0,9.0,Te,130.0,52.0,17.884686719975434
D,2.0,1.0,Nd,148.0,60.0,N,14.0,7.0,Xe,136.0,54.0,18.740729797893437
Н,1.0,1.0,Sm,148.0,62.0,B,11.0,5.0,Ce,138.0,58.0,6.855796576011926
Н,1.0,1.0,Sm,148.0,62.0,N,14.0,7.0,Ba,135.0,56.0,12.643169419287005
Н,1.0,1.0,Sm,148.0,62.0,N,15.0,7.0,Ba,134.0,56.0,16.73615449469071
Н,1.0,1.0,Sm,148.0,62.0,O,16.0,8.0,Cs,133.0,55.0,20.846837958000833
Н,1.0,1.0,Sm,148.0,62.0,F,19.0,9.0,Xe,130.0,54.0,19.067684226989513
Н,1.0,1.0,Sm,148.0,62.0,Ne,22.0,10.0,I,127.0,53.0,24.822454776789527
Н,1.0,1.0,Sm,148.0,62.0,Na,23.0,11.0,Te,126.0,52.0,27.35798171701026
Н,1.0,1.0,Sm,148.0,62.0,Mg,26.0,12.0,Sb,123.0,51.0,33.202175700396765
Н,1.0,1.0,Sm,148.0,62.0,Al,27.0,13.0,Sn,122.0,50.0,34.87513910399866
D,2.0,1.0,Sm,148.0,62.0,Н,1.0,1.0,Sm,149.0,62.0,3.639347448712215
D,2.0,1.0,Sm,148.0,62.0,Li,6.0,3.0,Nd,144.0,60.0,3.386912547633983
D,2.0,1.0,Sm,148.0,62.0,Li,7.0,3.0,Nd,143.0,60.0,2.8289475817000493
D,2.0,1.0,Sm,148.0,62.0,Be,9.0,4.0,Pr,141.0,59.0,8.46355539263459
D,2.0,1.0,Sm,148.0,62.0,B,10.0,5.0,Ce,140.0,58.0,9.224586072319653
D,2.0,1.0,Sm,148.0,62.0,C,12.0,6.0,La,138.0,57.0,20.35500907318783
D,2.0,1.0,Sm,148.0,62.0,N,14.0,7.0,Ba,136.0,56.0,19.61726574599743
D,2.0,1.0,Sm,148.0,62.0,N,15.0,7.0,Ba,135.0,56.0,21.409460394381313
D,2.0,1.0,Sm,148.0,62.0,O,17.0,8.0,Cs,133.0,55.0,22.763852815813152
D,2.0,1.0,Sm,148.0,62.0,F,19.0,9.0,Xe,131.0,54.0,23.44570649700472
Н,1.0,1.0,Sm,149.0,62.0,Be,9.0,4.0,Pr,141.0,59.0,4.824207943922374
Н,1.0,1.0,Sm,149.0,62.0,B,10.0,5.0,Ce,140.0,58.0,5.585238623607438
Н,1.0,1.0,Sm,149.0,62.0,C,12.0,6.0,La,138.0,57.0,16.715661624475615
Н,1.0,1.0,Sm,149.0,62.0,N,14.0,7.0,Ba,136.0,56.0,15.977918297285214
Н,1.0,1.0,Sm,149.0,62.0,N,15.0,7.0,Ba,135.0,56.0,17.770112945669098
